Product,Price,Description,Category,Tags,Stock Status,Related Products
Charjabug,£76.00,"From the food it digests, it generates electricity, and it stores this energy in its electric sac.","Categories: Battery, Pokemon","Tags: Battery, charjabug",21 in stock,"Spearow, Arbok, Ivysaur"
Vikavolt,£88.00,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,"Categories: Pokemon, Stag Beetle","Tags: Levitate, Stag Beetle, vikavolt",62 in stock,"Charizard, Raticate, Arbok"
Crabrawler,£181.00,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.","Categories: Boxing, Pokemon","Tags: Boxing, crabrawler, Hyper Cutter",212 in stock,"Ivysaur, Arbok, Ekans"
Crabominable,£65.00,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.","Categories: Pokemon, Woolly Crab","Tags: crabominable, Hyper Cutter, Woolly Crab",188 in stock,"Charmeleon, Charizard, Pidgeotto"
Cutiefly,£118.00,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,"Categories: Bee Fly, Pokemon","Tags: Bee Fly, cutiefly, Shield Dust",23 in stock,"Pidgey, Wartortle, Squirtle"
Ribombee,£100.00,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,"Categories: Bee Fly, Pokemon","Tags: Bee Fly, ribombee, Shield Dust",233 in stock,"Rattata, Charizard, Pidgeot"
Rockruff,£149.00,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,"Categories: Pokemon, Puppy","Tags: Keen Eye, Puppy, rockruff",296 in stock,"Metapod, Arbok, Rattata"
Mareanie,£47.00,It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.,"Categories: Brutal Star, Pokemon","Tags: Brutal Star, Limber, mareanie",99 in stock,"Spearow, Charmeleon, Kakuna"
Toxapex,£91.00,"Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.","Categories: Brutal Star, Pokemon","Tags: Brutal Star, Limber, toxapex",37 in stock,"Wartortle, Beedrill, Venusaur"
Mudbray,£96.00,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.","Categories: Donkey, Pokemon","Tags: Donkey, mudbray, Own Tempo",117 in stock,"Pidgeot, Caterpie, Arbok"
Mudsdale,£111.00,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.","Categories: Draft Horse, Pokemon","Tags: Draft Horse, mudsdale, Own Tempo",136 in stock,"Pidgeot, Wartortle, Caterpie"
Dewpider,£84.00,"When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them.","Categories: Pokemon, Water Bubble","Tags: dewpider, Water Bubble",23 in stock,"Raticate, Weedle, Charmeleon"
Araquanid,£48.00,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.","Categories: Pokemon, Water Bubble","Tags: araquanid, Water Bubble",281 in stock,"Weedle, Charmander, Raticate"
Fomantis,£104.00,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,"Categories: Pokemon, Sickle Grass","Tags: fomantis, Leaf Guard, Sickle Grass",209 in stock,"Raticate, Weedle, Charmeleon"
Lurantis,£159.00,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,"Categories: Bloom Sickle, Pokemon","Tags: Bloom Sickle, Leaf Guard, lurantis",269 in stock,"Ekans, Pidgey, Charizard"
Morelull,£87.00,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.","Categories: Illuminating, Pokemon","Tags: Effect Spore, Illuminating, morelull",71 in stock,"Fearow, Caterpie, Blastoise"
Shiinotic,£75.00,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.","Categories: Illuminating, Pokemon","Tags: Effect Spore, Illuminating, shiinotic",123 in stock,"Pidgeot, Spearow, Venusaur"
Salandit,£158.00,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.","Categories: Pokemon, Toxic Lizard","Tags: Corrosion, salandit, Toxic Lizard",54 in stock,"Pidgeot, Blastoise, Raticate"
Salazzle,£166.00,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.","Categories: Pokemon, Toxic Lizard","Tags: Corrosion, salazzle, Toxic Lizard",142 in stock,"Pidgeot, Ekans, Metapod"
Stufful,£70.00,A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.,"Categories: Flailing, Pokemon","Tags: Flailing, Klutz, stufful",69 in stock,"Pidgeotto, Rattata, Beedrill"
Bewear,£117.00,This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.,"Categories: Pokemon, Strong Arm","Tags: bewear, Klutz, Strong Arm",96 in stock,"Pidgey, Ekans, Charmeleon"
Bounsweet,£193.00,"Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness.","Categories: Fruit, Pokemon","Tags: bounsweet, fruit, Oblivious",76 in stock,"Venusaur, Pidgeot, Steenee"
Steenee,£27.00,This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.,"Categories: Fruit, Pokemon","Tags: fruit, Oblivious, steenee",30 in stock,"Pidgeotto, Metapod, Wartortle"
Tsareena,£186.00,"A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.","Categories: Fruit, Pokemon","Tags: fruit, Leaf Guard, tsareena",96 in stock,"Ivysaur, Pidgeot, Charmeleon"
Comfey,£28.00,"Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people.","Categories: Pokemon, Posy Picker","Tags: comfey, Flower Veil, Posy Picker",266 in stock,"Beedrill, Charmander, Raticate"
Oranguru,£139.00,"Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking.","Categories: Pokemon, Sage","Tags: Inner Focus, oranguru, Sage",241 in stock,"Pidgeotto, Spearow, Kakuna"
Passimian,£182.00,"They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation.","Categories: Pokemon, Teamwork","Tags: passimian, Receiver, Teamwork",144 in stock,"Venusaur, Rattata, Pidgeot"
Wimpod,£137.00,"Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.","Categories: Pokemon, Turn Tail","Tags: Turn Tail, Wimp Out, wimpod",87 in stock,"Caterpie, Pidgeot, Venusaur"
Golisopod,£32.00,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.","Categories: Hard Scale, Pokemon","Tags: Emergency Exit, golisopod, Hard Scale",10 in stock,"Venusaur, Ekans, Pidgey"
Sandygast,£131.00,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.,"Categories: Pokemon, Sand Heap","Tags: Sand Heap, sandygast, Water Compaction",276 in stock,"Pidgeot, Weedle, Charizard"
Palossand,£187.00,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,"Categories: Pokemon, Sand Castle","Tags: palossand, Sand Castle, Water Compaction",19 in stock,"Ivysaur, Pidgey, Pidgeotto"
Pyukumuku,£97.00,These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,"Categories: Pokemon, Sea Cucumber","Tags: Innards Out, pyukumuku, Sea Cucumber",191 in stock,"Rattata, Pidgeot, Pidgeotto"
Silvally,£133.00,"Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known.","Categories: Pokemon, Synthetic","Tags: RKS System, silvally, Synthetic",64 in stock,"Pidgeot, Charmander, Charmeleon"
Komala,£65.00,The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.,"Categories: Drowsing, Pokemon","Tags: Comatose, Drowsing, komala",231 in stock,"Wartortle, Arbok, Metapod"
Turtonator,£117.00,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.,"Categories: Blast Turtle, Pokemon","Tags: Blast Turtle, Shell Armor, turtonator",16 in stock,"Metapod, Beedrill, Caterpie"
Togedemaru,£45.00,The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.,"Categories: Pokemon, Roly-Poly","Tags: Lightning Rod, Roly-Poly, togedemaru",78 in stock,"Pidgeotto, Butterfree, Wartortle"
Drampa,£133.00,This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.,"Categories: Placid, Pokemon","Tags: drampa, placid, Sap Sipper",245 in stock,"Charmander, Kakuna, Spearow"
Jangmo-o,£107.00,They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.,"Categories: Pokemon, Scaly","Tags: jangmo-o, Scaly, Soundproof",140 in stock,"Wartortle, Venusaur, Charmander"
Hakamo-o,£57.00,It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they’re regrown.,"Categories: Pokemon, Scaly","Tags: hakamo-o, Scaly, Soundproof",288 in stock,"Pidgeot, Charizard, Charmander"
Kommo-o,£170.00,"Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities.","Categories: Pokemon, Scaly","Tags: kommo-o, Scaly, Soundproof",121 in stock,"Pidgeot, Pidgey, Blastoise"
Tapu-koko,£159.00,It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.,"Categories: Land Spirit, Pokemon","Tags: Electric Surge, Land Spirit, tapu-koko",215 in stock,"Caterpie, Metapod, Weedle"
Tapu-lele,£62.00,"As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.","Categories: Land Spirit, Pokemon","Tags: Land Spirit, Psychic Surge, tapu-lele",71 in stock,"Metapod, Kakuna, Charmander"
Tapu-bulu,£165.00,The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.,"Categories: Land Spirit, Pokemon","Tags: Grassy Surge, Land Spirit, tapu-bulu",175 in stock,"Venusaur, Ekans, Weedle"
Tapu-fini,£123.00,"The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness.","Categories: Land Spirit, Pokemon","Tags: Land Spirit, Misty Surge, tapu-fini",206 in stock,"Blastoise, Caterpie, Ekans"
Solgaleo,£125.00,"This Pokémon is said to be a male evolution of Cosmog. At the activation of its third eye, it departs for another world.","Categories: Pokemon, Sunne","Tags: Full Metal Body, solgaleo, Sunne",260 in stock,"Weedle, Ekans, Fearow"
Lunala,£58.00,"Said to live in another world, this Pokémon devours light, drawing the moonless dark veil of night over the brightness of day.","Categories: Moone, Pokemon","Tags: lunala, Moone, Shadow Shield",195 in stock,"Fearow, Arbok, Pidgeotto"
Nihilego,£67.00,"One of the Ultra Beasts. It’s unclear whether or not this Pokémon is sentient, but sometimes it can be observed behaving like a young girl.","Categories: Parasite, Pokemon","Tags: Beast Boost, nihilego, Parasite",180 in stock,"Pidgey, Charmander, Ekans"
Buzzwole,£172.00,A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.,"Categories: Pokemon, Swollen","Tags: Beast Boost, buzzwole, Swollen",43 in stock,"Spearow, Kakuna, Beedrill"
Pheromosa,£62.00,"One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world.","Categories: Lissome, Pokemon","Tags: Beast Boost, Lissome, pheromosa",254 in stock,"Pidgeotto, Caterpie, Metapod"
Xurkitree,£174.00,"It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity.","Categories: Glowing, Pokemon","Tags: Beast Boost, Glowing, xurkitree",120 in stock,"Blastoise, Rattata, Spearow"
Celesteela,£151.00,One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.,"Categories: Launch, Pokemon","Tags: Beast Boost, celesteela, Launch",58 in stock,"Kakuna, Raticate, Charizard"
Kartana,£197.00,"One of the Ultra Beast life-forms, it was observed cutting down a gigantic steel tower with one stroke of its blade.","Categories: Drawn Sword, Pokemon","Tags: Beast Boost, Drawn Sword, kartana",77 in stock,"Caterpie, Ivysaur, Charizard"
Guzzlord,£73.00,"A dangerous Ultra Beast, it appears to be eating constantly, but for some reason its droppings have never been found.","Categories: Junkivore, Pokemon","Tags: Beast Boost, guzzlord, Junkivore",54 in stock,"Charmander, Squirtle, Pidgey"
Necrozma,£68.00,Light is apparently the source of its energy. It has an extraordinarily vicious disposition and is constantly firing off laser beams.,"Categories: Pokemon, Prism","Tags: necrozma, Prism, Prism Armor",141 in stock,"Spearow, Caterpie, Beedrill"
Marshadow,£107.00,"It sinks into the shadows of people and Pokémon, where it can understand their feelings and copy their capabilities.","Categories: Gloomdweller, Pokemon","Tags: Gloomdweller, marshadow, Technician",250 in stock,"Pidgeotto, Blastoise, Charmander"
Poipole,£130.00,"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head.","Categories: Poison Pin, Pokemon","Tags: Beast Boost, poipole, Poison Pin",21 in stock,"Rattata, Pidgeotto, Raticate"
Naganadel,£30.00,"One kind of Ultra Beast, it fires a glowing, venomous liquid from its needles. This liquid is also immensely adhesive.","Categories: Poison Pin, Pokemon","Tags: Beast Boost, naganadel, Poison Pin",255 in stock,"Ivysaur, Kakuna, Ekans"
Stakataka,£190.00,"When stone walls started moving and attacking, the brute’s true identity was this mysterious life-form, which brings to mind an Ultra Beast.","Categories: Pokemon, Rampart","Tags: Beast Boost, Rampart, stakataka",210 in stock,"Squirtle, Metapod, Caterpie"
